1,Two Iraqi Ministers Survive Attacks,"24 August 2004 -- Iraq #39;s environment and education ministers were both unharmed in two separate attacks on their respective convoys in Baghdad today, as fighting continues in the holy city of Al-Najaf."
4,GB: Ofcom entscheidet ber Voice-over-IP Rufnummern Geographische &lt;b&gt;...&lt;/b&gt;,"UK regulator Ofcom decided to make geographic and non-geographic numbers available for VoIP (voice over IP) services. Non-geographic VoIP numbers will have a 056 prefix code, and will be available to all  quot;local "
3,"UPDATE: NZ #39;s Sky Network TV, INL Enter Merger Talks",WELLINGTON (Dow Jones)--New Zealand #39;s monopoly pay television operator Sky Network Television Ltd. (SKY.NZ) said Thursday it is in merger talks with its majority shareholder Independent Newspapers Ltd. (INL.NZ). 
4,EMC Takes On NetApp,"EMC is taking direct aim at Network Appliance this week with a new line of midrange NAS appliances. And NetApp is firing back, charging that EMC #39;s Centera content-addressable storage arrays are not secure "
2,Holyfield embarrassed by Donald,"The Editors: Larry Donald easily out maneuvered and out punching former world heavyweight champion Evander Holyfield. Atlanta, Georgia #39;s former four-time champion was never in the fight, never a threat to "
4,Operation Web Snare targets online crime,"The action, dubbed Operation Web Snare, entailed more than 160 investigations over a three month period between June and August. Investigators say they have identified more than 150,000 victims with estimated losses of more than \$215 million."
4,"Dell Expands Consumer Services to Spyware, Peripherals",A new 24-hour help desk will cover non-Dell or non-PC problems--for a charge.
4,The case for women in the technology business,&lt;strong&gt;Interview&lt;/strong&gt; IBM's Rebecca George fights her corner
4,AMD to demonstrate dual-core chips,"Aiming to deflate archrival Intel, Advanced Micro Devices this week will show off its dual-core chips, which will start to trickle out toward the middle of next year."
4,AOL Takes  #39;Spimmers #39; to Court,"bulk messages clogging instant-messaging accounts. AOL and its Anti-Spam Alliance partners -- EarthLink, Microsoft, and Yahoo "
1,Militiamen begin to leave Shi #146;te shrine,"NAJAF, Iraq -- Militia fighters began to leave the Shrine of Imam Ali yesterday, taking up positions outside the sacred site or fleeing the city, after rebellious Shi'ite cleric Moqtada al-Sadr offered to return custody of the complex to moderate clerics."
1,At Least 50 Deaths Blamed on Hurricane Ivan,"UPDATE, SAT 4PM: The number of dead across the Caribbean from Hurricane Ivan is now at least 50. Grenada alone is reporting 34 deaths, with eight more bodies found today."
3,Alaska Air Group profit up 51 percent,"Alaska Air Group Inc. posted third-quarter net income of \$79.2 million, or \$2.94 per share, which compares with \$40.7 million, or \$1."
2,Sox clinch playoff berth,"It didnt happen at Fenway Park this year, though it was hard to believe the Red Sox werent the home team on Monday night. The "
4,WTO Eyes U.S. Offshore Web Gambling Ban (AP),"AP - In a ruling that could open the United States to offshore Internet gambling, a World Trade Organization panel Wednesday said Washington should drop prohibitions on Americans placing bets in online casinos."
4,How's my coding? Dial: 0800 666 700,&lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; User feedback from TechnoDepot
2,GLAZER POISED FOR UNITED BID?,US sports tycoon Malcolm Glazer has hired JP Morgan Chase  amp; Co. bank to advise him on a possible bid for Manchester United and he could issue a statement on his intentions later today.
1,HK Plays Down Talk of Smear Campaign Ahead of Vote," HONG KONG (Reuters) - A survey two days before Hong Kong  legislative elections showed pro-democracy forces, tainted by a  sex scandal, may fare less well than expected, but the election  chief dismissed talk of dirty tricks by China."
3,Brothers Team Up to Rule Commercial Sales,"Paul and Bill Collins, one of the few sibling pairs in the real estate industry, rank among the top 10 sales brokers in the D.C. region for at least the last four years."
1,Blair Won't Apologize Over Iraq,"LONDON - Prime Minister Tony Blair denied Wednesday that he misrepresented intelligence about Iraqi weapons before the war, rejecting growing demands in Parliament that he apologize.   ""I cannot bring myself to say that I misrepresented the evidence, since I do not accept that I did,"" Blair said in the House of Commons..."
1,Even Greek grandmas root for the home team,"In 2000, Greece brought home 13 medals. The Greek Olympic Committee hopes to double that number."
2,Rockies Terminate Neagle's Contract (AP),"AP - Denny Neagle's contract was terminated by the Colorado Rockies on Monday, three days after the oft-injured pitcher was cited for solicitation."
1,Thousands Queue for Dwindling Flu Shots,"SOUTH CHARLESTON, W.Va. - Seventy-year-old Homer Fink spent eight hours sitting next to a supermarket Halloween display to get a flu shot that he wasn't able to get at five other places..."
3,Schrager eyes London hotels sale,"Ian Schrager, known for his luxury boutique hotels, has hung for sale signs over two of his London hotels, the St Martins Lane and the Sanderson."
1,Efforts to remove fear of China among Asean,"Even as smaller countries of the 10-member Asean grouping have expressed reservations about the proposed Free Trade Area (FTA) with China as it will put them at a great disadvantage, efforts are on to remove their misgivings."
3,NYSE Seat Prices Hit 8-Year Low,"The price of a seat on the New York Stock Exchange fell to its lowest level since 1996, the latest sign that a shift toward electronic trading and possible regulatory change "
2,Sauber has no regrets signing Villeneuve,"Peter Sauber says he has no regrets signing former world champion Jacques Villeneuve for next season. The Canadian was asked to fill in for Jarno Trulli in the final three races of the season by Renault, who "
2,SC stays appointment of Mohan as interim administrator of BCCI :,"Sports India  gt; New Delhi, Oct 11 : The Supreme Court today stayed the Madras High Court order appointing Justice (retd) S Mohan as the Interim Administrator of BCCI."
4,Two Scientists Caught in Amber,"It can be safely guessed that Stuart Pivar, a scientist and art collector, has more than 300 objects in his duplex apartment."
1,Deadline for UN workers extended,"The United Nations was increasingly worried about three of its election workers, it said on Thursday as it marked one week since they were abducted at gunpoint in Kabul by a Taliban splinter group which has threatened to kill them."
4,Microsoft launches desktop search,"Microsoft has launched a set of toolbars under the MSN brand. Plugging into Windows, Outlook and Internet Explorer, they index documents and email in the background and allow fast querying."
1,Palestinian PM to meet with factions in Gaza Saturday: FM,Palestinian Minister for Foreign Affairs Nabil Shaath announced Friday that Prime Minister Ahmed Qurei would head to Gaza on Saturday to meet with representatives of militant groups and factions.
3,Sears sales up slightly in October; apparel still slumping,"HOFFMAN ESTATES, Ill. Hoffman Estates-based Sears, Roebuck and Company has reported a slight increase in October same-store sales today despite continuing weak results in apparel."
1,Iraq rebels set to surrender arms,"Shia militias in Baghdad should start handing in weapons on Monday, under a deal with the Iraqi government."
4,Gay-Owned Media Firm PlanetOut Goes Public (AP),"AP - There was no big stir on Wall Street, but a San Francisco-based Internet company marked a cultural milestone Thursday by becoming the first gay-directed business to trade its stock on a major exchange."
3,Home Prices Keep on Soaring, The average home in the United States gained in market value by 9.4 percent from mid-2003 to mid-2004. That increase is more than three times the rate of inflation for goods and services 
1,Green Groups Praise Russian Decision to Ratify Kyoto,Major international environmental groups have hailed the decision by the government of Russian President Vladimir Putin to endorse ratification of the 1997 Kyoto Protocol as a historic breakthrough in curbing global warming.
4,"China, U.S. Seek to Protect Cancer-Fighting Tree (Reuters)","Reuters - The United States and China want to\expand trade regulations to protect Asian yew trees, a plant\that provides the compound for one of the world's top-selling\chemotherapy drugs but is threatened by poaching."
1,New Film on Ernesto 'Che' Guevara Out (AP),"AP - The luminous gaze of revolutionary icon Ernesto ""Che"" Guevara is almost a constant presence in communist Cuba, his dark eyes staring out from beneath a black beret on office walls and pro-government billboards."
4,Conn. man charged with selling secret Windows code,A 27-year-old Connecticut man was arrested today on charges he offered online to sell the source code for Microsoft's Windows NT 4.0 and Windows 2000 programs.
3,Update 5: EU Official Concerned About Italy Figures,"The European Union #39;s top monetary official said Tuesday he was concerned over Italian budget deficit figures, only a week after Greece was challenged over alleged sloppy bookkeeping and possible underreporting of its deficit to present a rosy economic "
2,BCS blunders,"By Will Llyod. It #39;s time for a new college football bowl system, because the Bowl Championship Series just isn #39;t working. Over the past couple of years, national titles have been split, teams "
